444,0,200,130,130,2,7074,4239,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.21
444,0,200,130,130,2,7070,4221,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.22
444,0,200,130,130,2,7067,4219,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.22
444,0,200,130,130,2,7072,4254,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.22
444,0,200,130,130,2,7072,4244,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.22
444,0,200,130,130,2,7069,4229,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.22
444,0,200,130,130,2,7071,4242,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.22
444,0,200,130,130,2,7072,4288,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.23
444,0,200,130,130,2,7072,4260,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.23
444,0,200,130,130,2,7069,4235,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.23
444,0,200,130,130,2,7066,4246,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.23
444,0,200,130,130,2,7069,4233,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.23
444,0,200,130,130,2,7071,4265,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.23
444,0,200,130,130,2,7066,4210,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.24
444,0,200,130,130,2,7072,4243,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.24
444,0,200,130,130,2,7076,4259,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.24
444,0,200,130,130,2,7073,4281,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.24
444,0,200,130,130,2,7073,4243,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.24
444,0,200,130,130,2,7074,4240,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.24
444,0,200,130,130,2,7073,4260,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.25
444,0,200,130,130,2,7068,4226,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.25
444,0,200,130,130,2,7069,4211,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.25
444,0,200,130,130,2,7069,4254,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.25
444,0,200,130,130,2,7071,4265,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.25
444,0,200,130,130,2,7068,4251,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.25
444,0,200,130,130,2,7069,4271,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.26
444,0,200,130,130,2,7074,4237,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.26
444,0,200,130,130,2,7069,4235,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.26
444,0,200,130,130,2,7068,4242,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.26
444,0,200,130,130,2,7068,4255,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.26
444,0,200,130,130,2,7070,4242,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.26
444,0,200,130,130,2,7064,4241,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.27
444,0,200,130,130,2,7071,4244,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.27
444,0,200,130,130,2,7069,4278,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.27
444,0,200,130,130,2,7074,4245,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.27
444,0,200,130,130,2,7073,4261,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.27
444,0,200,130,130,2,7072,4249,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.27
444,0,200,130,130,2,7075,4262,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.28
444,0,200,130,130,2,7074,4208,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01503481936.28
