934174,1268858,953546,1289704,152168,1792058,964865,3335679,1503569768.543971
934196,1268858,953546,1289704,152168,1792058,964865,3335679,1503569768.544980
934196,1268530,953546,1289704,152168,1792058,964865,3335679,1503569768.546345
934196,1268530,953327,1289704,152168,1792058,964865,3335679,1503569768.547723
934196,1268530,953327,1289710,152168,1792058,964865,3335679,1503569768.549093
934196,1268530,953327,1289710,152251,1792058,964865,3335679,1503569768.550470
934196,1268530,953327,1289710,152251,1792182,964865,3335679,1503569768.551844
934196,1268530,953327,1289710,152251,1792182,964630,3335679,1503569768.553229
934196,1268530,953327,1289710,152251,1792182,964630,3336087,1503569768.554598
934453,1268530,953327,1289710,152251,1792182,964630,3336087,1503569768.555973
934453,1268670,953327,1289710,152251,1792182,964630,3336087,1503569768.557341
934453,1268670,953514,1289710,152251,1792182,964630,3336087,1503569768.558719
934453,1268670,953514,1290018,152251,1792182,964630,3336087,1503569768.560091
934453,1268670,953514,1290018,152259,1792182,964630,3336087,1503569768.561467
934453,1268670,953514,1290018,152259,1791888,964630,3336087,1503569768.562841
934453,1268670,953514,1290018,152259,1791888,964693,3336087,1503569768.564214
934453,1268670,953514,1290018,152259,1791888,964693,3335953,1503569768.565614
934080,1268670,953514,1290018,152259,1791888,964693,3335953,1503569768.566976
934080,1268494,953514,1290018,152259,1791888,964693,3335953,1503569768.568356
934080,1268494,953667,1290018,152259,1791888,964693,3335953,1503569768.569722
934080,1268494,953667,1289916,152259,1791888,964693,3335953,1503569768.571098
934080,1268494,953667,1289916,152086,1791888,964693,3335953,1503569768.572475
934080,1268494,953667,1289916,152086,1792085,964693,3335953,1503569768.573846
934080,1268494,953667,1289916,152086,1792085,964673,3335953,1503569768.575242
934080,1268494,953667,1289916,152086,1792085,964673,3335906,1503569768.576610
933756,1268494,953667,1289916,152086,1792085,964673,3335906,1503569768.577979
933756,1268648,953667,1289916,152086,1792085,964673,3335906,1503569768.579352
933756,1268648,953605,1289916,152086,1792085,964673,3335906,1503569768.580726
933756,1268648,953605,1289562,152086,1792085,964673,3335906,1503569768.582103
933756,1268648,953605,1289562,152087,1792085,964673,3335906,1503569768.583476
933756,1268648,953605,1289562,152087,1791934,964673,3335906,1503569768.584738
933756,1268648,953605,1289562,152087,1791934,964746,3335906,1503569768.586243
933756,1268648,953605,1289562,152087,1791934,964746,3335537,1503569768.587572
933932,1268648,953605,1289562,152087,1791934,964746,3335537,1503569768.589001
933932,1268673,953605,1289562,152087,1791934,964746,3335537,1503569768.590341
933932,1268673,953699,1289562,152087,1791934,964746,3335537,1503569768.591732
933932,1268673,953699,1289659,152087,1791934,964746,3335537,1503569768.593109
933932,1268673,953699,1289659,152179,1791934,964746,3335537,1503569768.594478
933932,1268673,953699,1289659,152179,1792407,964746,3335537,1503569768.595854
933932,1268673,953699,1289659,152179,1792407,964760,3335537,1503569768.597231
933932,1268673,953699,1289659,152179,1792407,964760,3335967,1503569768.598607
934384,1268673,953699,1289659,152179,1792407,964760,3335967,1503569768.599983
934384,1268874,953699,1289659,152179,1792407,964760,3335967,1503569768.601372
934384,1268874,953520,1289659,152179,1792407,964760,3335967,1503569768.602746
