960759,1269231,953440,1289956,152235,1792441,966513,3336131,1503569329.141528
960759,1269231,953440,1289956,152235,1792441,966513,3335625,1503569329.142833
960351,1269231,953440,1289956,152235,1792441,966513,3335625,1503569329.144197
960351,1269040,953440,1289956,152235,1792441,966513,3335625,1503569329.145570
960351,1269040,953700,1289956,152235,1792441,966513,3335625,1503569329.146947
960351,1269040,953700,1289824,152235,1792441,966513,3335625,1503569329.148323
960351,1269040,953700,1289824,152096,1792441,966513,3335625,1503569329.149701
960351,1269040,953700,1289824,152096,1792546,966513,3335625,1503569329.151073
960351,1269040,953700,1289824,152096,1792546,966598,3335625,1503569329.152463
960351,1269040,953700,1289824,152096,1792546,966598,3335925,1503569329.153824
961057,1269040,953700,1289824,152096,1792546,966598,3335925,1503569329.155208
961057,1269292,953700,1289824,152096,1792546,966598,3335925,1503569329.156573
961057,1269292,953709,1289824,152096,1792546,966598,3335925,1503569329.157736
961057,1269292,953709,1290256,152096,1792546,966598,3335925,1503569329.159324
961057,1269292,953709,1290256,152225,1792546,966598,3335925,1503569329.160700
961057,1269292,953709,1290256,152225,1792583,966598,3335925,1503569329.162073
961057,1269292,953709,1290256,152225,1792583,966619,3335925,1503569329.163449
961057,1269292,953709,1290256,152225,1792583,966619,3336229,1503569329.164824
961033,1269292,953709,1290256,152225,1792583,966619,3336229,1503569329.166207
961033,1269120,953709,1290256,152225,1792583,966619,3336229,1503569329.167676
961033,1269120,953665,1290256,152225,1792583,966619,3336229,1503569329.168955
961033,1269120,953665,1290237,152225,1792583,966619,3336229,1503569329.170329
961033,1269120,953665,1290237,152111,1792583,966619,3336229,1503569329.171696
961033,1269120,953665,1290237,152111,1792057,966619,3336229,1503569329.173071
961033,1269120,953665,1290237,152111,1792057,966689,3336229,1503569329.174450
961033,1269120,953665,1290237,152111,1792057,966689,3336012,1503569329.175826
960011,1269120,953665,1290237,152111,1792057,966689,3336012,1503569329.177210
960011,1268647,953665,1290237,152111,1792057,966689,3336012,1503569329.178582
960011,1268647,953648,1290237,152111,1792057,966689,3336012,1503569329.179950
960011,1268647,953648,1290115,152111,1792057,966689,3336012,1503569329.181317
960011,1268647,953648,1290115,152127,1792057,966689,3336012,1503569329.182700
960011,1268647,953648,1290115,152127,1792323,966689,3336012,1503569329.184077
960011,1268647,953648,1290115,152127,1792323,966605,3336012,1503569329.185444
960011,1268647,953648,1290115,152127,1792323,966605,3335934,1503569329.186824
961583,1268647,953648,1290115,152127,1792323,966605,3335934,1503569329.188210
961583,1269010,953648,1290115,152127,1792323,966605,3335934,1503569329.189578
961583,1269010,953958,1290115,152127,1792323,966605,3335934,1503569329.190957
961583,1269010,953958,1290232,152127,1792323,966605,3335934,1503569329.192330
961583,1269010,953958,1290232,152194,1792323,966605,3335934,1503569329.193703
961583,1269010,953958,1290232,152194,1792520,966605,3335934,1503569329.195080
961583,1269010,953958,1290232,152194,1792520,966641,3335934,1503569329.196467
961583,1269010,953958,1290232,152194,1792520,966641,3336053,1503569329.197833
960789,1269010,953958,1290232,152194,1792520,966641,3336053,1503569329.199211
960789,1269309,953958,1290232,152194,1792520,966641,3336053,1503569329.200582
960789,1269309,953470,1290232,152194,1792520,966641,3336053,1503569329.201959
960789,1269309,953470,1290186,152194,1792520,966641,3336053,1503569329.203324
960789,1269309,953470,1290186,152132,1792520,966641,3336053,1503569329.204720
960789,1269309,953470,1290186,152132,1792565,966641,3336053,1503569329.206084
