960746,1268735,953689,1290015,152113,1792145,964369,3336166,1503569292.479572
960746,1268735,953689,1290015,152113,1792145,964369,3336291,1503569292.480735
961000,1268735,953689,1290015,152113,1792145,964369,3336291,1503569292.482094
961000,1269033,953689,1290015,152113,1792145,964369,3336291,1503569292.483471
961000,1269033,953815,1290015,152113,1792145,964369,3336291,1503569292.484842
961000,1269033,953815,1290200,152113,1792145,964369,3336291,1503569292.486211
961000,1269033,953815,1290200,152174,1792145,964369,3336291,1503569292.487594
961000,1269033,953815,1290200,152174,1792551,964369,3336291,1503569292.488960
961000,1269033,953815,1290200,152174,1792551,964455,3336291,1503569292.490463
961000,1269033,953815,1290200,152174,1792551,964455,3336055,1503569292.491730
960469,1269033,953815,1290200,152174,1792551,964455,3336055,1503569292.493093
960469,1268957,953815,1290200,152174,1792551,964455,3336055,1503569292.494465
960469,1268957,953626,1290200,152174,1792551,964455,3336055,1503569292.495841
960469,1268957,953626,1289789,152174,1792551,964455,3336055,1503569292.497215
960469,1268957,953626,1289789,152185,1792551,964455,3336055,1503569292.498591
960469,1268957,953626,1289789,152185,1792449,964455,3336055,1503569292.499970
960469,1268957,953626,1289789,152185,1792449,964444,3336055,1503569292.501366
960469,1268957,953626,1289789,152185,1792449,964444,3335918,1503569292.502723
961348,1268957,953626,1289789,152185,1792449,964444,3335918,1503569292.504094
961348,1269182,953626,1289789,152185,1792449,964444,3335918,1503569292.505488
961348,1269182,953599,1289789,152185,1792449,964444,3335918,1503569292.506843
961348,1269182,953599,1289928,152185,1792449,964444,3335918,1503569292.508223
961348,1269182,953599,1289928,152167,1792449,964444,3335918,1503569292.509594
961348,1269182,953599,1289928,152167,1792451,964444,3335918,1503569292.510977
961348,1269182,953599,1289928,152167,1792451,964541,3335918,1503569292.512353
961348,1269182,953599,1289928,152167,1792451,964541,3336013,1503569292.513719
960098,1269182,953599,1289928,152167,1792451,964541,3336013,1503569292.515096
960098,1268897,953599,1289928,152167,1792451,964541,3336013,1503569292.516468
960098,1268897,953519,1289928,152167,1792451,964541,3336013,1503569292.517864
