444,0,105,130,130,3,7154,4787,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.21
444,0,105,130,130,3,7154,4814,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.22
444,0,105,130,130,3,7155,4807,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.22
444,0,105,130,130,3,7155,4785,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.22
444,0,105,130,130,3,7149,4800,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.22
444,0,105,130,130,3,7154,4838,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.22
444,0,105,130,130,3,7160,4836,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.22
444,0,105,130,130,3,7162,4824,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.23
444,0,105,130,130,3,7154,4802,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.23
444,0,105,130,130,3,7152,4854,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.23
444,0,105,130,130,3,7154,4815,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.23
444,0,105,130,130,3,7152,4809,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.23
444,0,105,130,130,3,7154,4829,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.24
444,0,105,130,130,3,7156,4835,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.24
444,0,105,130,130,3,7157,4823,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.24
444,0,105,130,130,3,7156,4817,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.24
444,0,105,130,130,3,7157,4814,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.24
444,0,105,130,130,3,7152,4840,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.24
444,0,105,130,130,3,7151,4837,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.25
444,0,105,130,130,3,7158,4817,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.25
444,0,105,130,130,3,7156,4820,0,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.25
444,0,105,130,130,3,7156,4773,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.25
444,0,105,130,130,3,7154,4797,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.25
444,0,105,130,130,3,7149,4798,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.25
444,0,105,130,130,3,7159,4815,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.26
444,0,105,130,130,3,7161,4782,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.26
444,0,105,130,130,3,7154,4801,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.26
444,0,105,130,130,3,7151,4801,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.26
444,0,105,130,130,3,7153,4760,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.26
444,0,105,130,130,3,7155,4863,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.26
444,0,105,130,130,3,7150,4810,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.27
444,0,105,130,130,3,7156,4780,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.27
444,0,105,130,130,3,7160,4802,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.27
444,0,105,130,130,3,7157,4806,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.27
444,0,105,130,130,3,7154,4817,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.27
444,0,105,130,130,3,7152,4826,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.28
444,0,105,130,130,3,7155,4794,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503567401.28
