444,0,200,130,130,3,49.553410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.830000
444,0,200,130,130,3,49.445227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.840000
444,0,200,130,130,3,49.409296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.840000
444,0,200,130,130,3,49.452421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.840000
444,0,200,130,130,3,49.427253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.840000
444,0,200,130,130,3,49.366265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.840000
444,0,200,130,130,3,49.470417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.840000
444,0,200,130,130,3,49.391355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.850000
444,0,200,130,130,3,49.484826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.850000
444,0,200,130,130,3,49.423661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.850000
444,0,200,130,130,3,49.430847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.850000
444,0,200,130,130,3,49.600471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.850000
444,0,200,130,130,3,49.611347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.850000
444,0,200,130,130,3,49.387769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.860000
444,0,200,130,130,3,49.510066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.860000
444,0,200,130,130,3,49.506458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.860000
444,0,200,130,130,3,49.448823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.860000
444,0,200,130,130,3,49.445227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.860000
444,0,200,130,130,3,49.510066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.860000
444,0,200,130,130,3,49.398529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.870000
444,0,200,130,130,3,49.384183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.870000
444,0,200,130,130,3,49.474018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.870000
444,0,200,130,130,3,49.423661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.870000
444,0,200,130,130,3,49.384183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.870000
444,0,200,130,130,3,49.495639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503566932.870000
